chr	start	end	strand	totalbp	nTags	nReads	nTaxaCovered	minTaxaCovered	status	nVariableSites	posVariableSites	nVarSitesKept	posVarSitesKept	refTag?	maxTagLen	minTagLen
1	45261654	45261717	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	45419703	45419766	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	45446034	45446097	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	45454712	45454775	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	45454652	45454715	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	45582016	45582079	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	45661586	45661649	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	45661526	45661589	-1	64	3	5	4	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	45696525	45696588	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	45720783	45720846	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	45937121	45937184	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	45937348	45937411	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	45971387	45971417	-1	31	1	1	1	15	invariant	0	NA	0	NA	0	31	31
1	46120568	46120631	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	46261512	46261575	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	46303073	46303136	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	46352864	46352927	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	46352804	46352867	-1	64	2	5	5	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	46355329	46355392	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	46380805	46380868	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	46380745	46380808	-1	64	6	8	8	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	46414284	46414347	-1	64	2	4	4	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	46416528	46416591	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	46416678	46416741	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	46425973	46426036	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	46434000	46434063	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	46474951	46475014	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	46479860	46479923	-1	64	2	7	7	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	46532207	46532270	1	64	3	3	3	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	46534056	46534119	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	46534194	46534257	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	46536083	46536146	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	46536023	46536086	-1	64	1	3	3	15	invariant	0	NA	0	NA	1	64	64
1	46638462	46638525	-1	64	3	6	6	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	46675623	46675686	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	46691563	46691626	-1	64	3	6	6	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	46692083	46692146	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	46808442	46808505	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	46846914	46846977	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	46950792	46950855	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	46958223	46958286	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	46990140	46990203	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	47023051	47023114	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	47109068	47109131	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	47178413	47178476	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	47231955	47232018	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	47432359	47432422	1	64	2	5	5	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	47432519	47432582	-1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	47499556	47499619	-1	64	1	2	1	15	invariant	0	NA	0	NA	1	64	64
1	47503740	47503803	-1	64	3	3	3	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	47509835	47509884	1	50	1	1	1	15	invariant	0	NA	0	NA	0	50	50
1	47509775	47509838	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	47544755	47544818	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	47755351	47755414	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	47877418	47877481	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	47902275	47902338	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	47939035	47939098	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	47965777	47965840	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	48065500	48065563	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	48100619	48100682	1	64	3	4	4	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	48114040	48114103	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	48151319	48151382	-1	64	3	4	3	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	48155934	48155997	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	48178252	48178315	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	48178192	48178255	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	48204982	48205045	1	64	3	3	3	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	48302780	48302843	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	48372771	48372834	1	64	2	3	3	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	48527448	48527511	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	48597148	48597211	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	48686962	48687025	-1	64	1	3	3	15	invariant	0	NA	0	NA	1	64	64
1	48688826	48688889	1	64	3	6	6	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	48744182	48744245	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	48817619	48817682	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	48884769	48884832	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	49046491	49046554	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	49062692	49062755	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	49062632	49062695	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	49076686	49076749	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	49082716	49082779	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	49135774	49135808	1	35	1	1	1	15	invariant	0	NA	0	NA	0	35	35
1	49205547	49205610	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	49350171	49350234	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	49405414	49405477	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	49465668	49465731	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	49604237	49604300	1	64	2	3	3	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	49611426	49611489	1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	49669823	49669886	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	49676700	49676763	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	49727519	49727582	-1	64	3	3	3	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	49772908	49772971	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	49805090	49805153	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	49823618	49823681	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	49908288	49908351	-1	64	1	7	6	15	invariant	0	NA	0	NA	1	64	64
1	49960319	49960382	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	50144110	50144173	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	50188449	50188512	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	50231483	50231546	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	50241498	50241561	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	50343398	50343461	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	50409242	50409305	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	50456144	50456207	-1	64	1	3	3	15	invariant	0	NA	0	NA	1	64	64
1	50518772	50518835	-1	64	4	11	11	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	50563602	50563665	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	50579212	50579275	-1	64	1	4	4	15	invariant	0	NA	0	NA	1	64	64
1	50617091	50617154	1	64	2	3	3	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	50659443	50659506	-1	64	2	4	4	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	50732928	50732991	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	50804081	50804144	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	50877758	50877821	-1	64	2	6	5	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	51005889	51005952	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	51018186	51018249	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	51020029	51020092	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	51044524	51044587	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	51073021	51073084	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	51252350	51252413	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	51285661	51285724	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	51358280	51358343	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	51411641	51411704	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	51531527	51531590	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	51535346	51535409	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	51551782	51551845	1	64	1	4	4	15	invariant	0	NA	0	NA	1	64	64
1	51553655	51553718	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	51642805	51642868	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	51642745	51642808	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	51696689	51696745	1	57	1	1	1	15	invariant	0	NA	0	NA	0	57	57
1	51763563	51763626	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	51967149	51967212	-1	64	2	3	3	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	51969020	51969083	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	52167765	52167828	1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	52167898	52167961	1	64	1	5	5	15	invariant	0	NA	0	NA	0	64	64
1	52167838	52167901	-1	64	1	2	2	15	invariant	0	NA	0	NA	0	64	64
1	52233420	52233483	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	52280661	52280724	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	52486599	52486662	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	52585975	52586038	1	64	1	2	2	15	invariant	0	NA	0	NA	0	64	64
1	52646985	52647048	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	52738720	52738757	-1	38	1	1	1	15	invariant	0	NA	0	NA	0	38	38
1	52795795	52795858	-1	64	1	2	2	15	invariant	0	NA	0	NA	0	64	64
1	52941723	52941786	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	52953962	52954025	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	52953966	52954029	-1	64	3	5	5	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	53053926	53053989	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	53068072	53068135	-1	64	1	3	3	15	invariant	0	NA	0	NA	1	64	64
1	53136770	53136833	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	53149620	53149683	-1	64	3	10	10	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	53188192	53188255	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	53194019	53194082	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	53263331	53263394	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	53271281	53271344	1	64	1	2	1	15	invariant	0	NA	0	NA	1	64	64
1	53285794	53285857	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	53385720	53385783	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	53502540	53502603	1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	53568636	53568699	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	53647481	53647544	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	53649670	53649733	-1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	53661636	53661699	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	53964906	53964969	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	53981397	53981460	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	54052045	54052108	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	54145063	54145126	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	54145003	54145066	-1	64	2	3	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	54267770	54267833	-1	64	4	6	6	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	54320620	54320683	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	54363295	54363358	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	54418142	54418205	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	54466569	54466632	-1	64	1	3	3	15	invariant	0	NA	0	NA	0	64	64
1	54470462	54470525	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	54470465	54470528	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	54513746	54513809	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	54517469	54517532	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	54547061	54547124	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	54576250	54576313	1	64	1	4	4	15	invariant	0	NA	0	NA	1	64	64
1	54580420	54580483	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	54739105	54739168	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	54885436	54885499	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	54889375	54889438	-1	64	1	3	3	15	invariant	0	NA	0	NA	1	64	64
1	54896855	54896918	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	54966530	54966593	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	54978782	54978845	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	55006920	55006983	-1	64	6	13	13	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	55116151	55116214	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	55137361	55137424	1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	55214386	55214449	-1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	55214448	55214479	-1	32	1	1	1	15	invariant	0	NA	0	NA	1	32	32
1	55216241	55216304	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	55266700	55266763	-1	64	3	4	4	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	55502649	55502712	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	55502758	55502821	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	55504442	55504505	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	55527710	55527773	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	55680832	55680895	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	55808939	55809002	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	55818930	55818993	-1	64	2	3	3	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	55932567	55932630	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	55932507	55932570	-1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	56018001	56018051	1	51	1	1	1	15	invariant	0	NA	0	NA	1	51	51
1	56019984	56020047	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	56159486	56159549	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	56220672	56220735	1	64	3	4	4	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	56338524	56338587	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	56431885	56431948	1	64	2	3	3	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	56437079	56437142	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	56439341	56439404	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	56488358	56488421	1	64	1	2	2	15	invariant	0	NA	0	NA	0	64	64
1	56490580	56490643	-1	64	1	4	4	15	invariant	0	NA	0	NA	1	64	64
1	56598994	56599057	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	56599072	56599135	-1	64	1	3	3	15	invariant	0	NA	0	NA	0	64	64
1	56620369	56620432	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	56640568	56640631	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	56695492	56695555	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	56708618	56708681	1	64	2	3	3	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	56772668	56772731	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	56816679	56816742	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	56827116	56827179	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	57070509	57070572	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	57212233	57212296	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	57461563	57461626	-1	64	3	3	3	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	57468786	57468849	1	64	2	4	3	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	57635828	57635891	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	57822188	57822251	-1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	57954010	57954073	-1	64	1	3	3	15	invariant	0	NA	0	NA	1	64	64
1	58001276	58001339	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	58087768	58087831	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	58190187	58190250	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	58291841	58291904	1	64	1	4	4	15	invariant	0	NA	0	NA	1	64	64
1	58291964	58292027	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	58324401	58324464	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	58359036	58359068	1	33	1	1	1	15	invariant	0	NA	0	NA	0	33	33
1	58361023	58361086	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	58440912	58440975	-1	64	1	2	2	15	invariant	0	NA	0	NA	0	64	64
1	58500829	58500892	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	58575503	58575559	1	57	1	1	1	15	invariant	0	NA	0	NA	0	57	57
1	58628657	58628720	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	58653561	58653624	-1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	58693404	58693467	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	58757790	58757853	-1	64	1	5	5	15	invariant	0	NA	0	NA	0	64	64
1	58806332	58806395	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	58814976	58815039	-1	64	1	2	1	15	invariant	0	NA	0	NA	1	64	64
1	58853267	58853330	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	58875483	58875546	1	64	2	3	3	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	58879275	58879338	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	58903205	58903268	1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	58974433	58974496	-1	64	2	3	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	59041195	59041258	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	59053624	59053687	1	64	1	2	1	15	invariant	0	NA	0	NA	1	64	64
1	59162925	59162988	-1	64	4	9	9	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	59180224	59180287	1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	59183410	59183473	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	59255644	59255707	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	59342117	59342180	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	59454239	59454302	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	59504681	59504744	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	59549194	59549257	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	59549134	59549197	-1	64	2	4	4	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	59562778	59562841	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	59603605	59603668	-1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	59631940	59632003	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	59652616	59652679	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	59678716	59678779	-1	64	1	2	2	15	invariant	0	NA	0	NA	0	64	64
1	59713509	59713572	1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	59745539	59745602	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	59830512	59830575	1	64	1	2	2	15	invariant	0	NA	0	NA	0	64	64
1	59965924	59965965	1	42	1	1	1	15	invariant	0	NA	0	NA	0	42	42
1	60060774	60060837	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	60198496	60198559	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	60284130	60284193	-1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	60287959	60288022	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	60331998	60332061	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	60418803	60418866	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	60448941	60449004	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	60538237	60538300	-1	64	1	3	3	15	invariant	0	NA	0	NA	1	64	64
1	60538473	60538536	1	64	1	3	3	15	invariant	0	NA	0	NA	0	64	64
1	60635427	60635490	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	60681612	60681675	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	60712011	60712074	-1	64	5	7	6	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	60720779	60720842	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	60721990	60722053	1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	60740313	60740376	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	60768139	60768202	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	60841523	60841586	1	64	3	8	7	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	60954939	60955002	-1	64	2	3	3	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	61051002	61051065	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	61104144	61104207	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	61200782	61200845	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	61204567	61204630	-1	64	2	6	5	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	61407249	61407312	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	61439559	61439622	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	61512528	61512591	1	64	1	3	3	15	invariant	0	NA	0	NA	0	64	64
1	61730192	61730255	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	61766140	61766203	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	61875251	61875314	1	64	2	4	3	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	61875373	61875436	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	61891896	61891959	1	64	2	4	3	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	61903903	61903966	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	61932697	61932760	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	62031058	62031121	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	62251218	62251281	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	62394324	62394387	-1	64	1	3	3	15	invariant	0	NA	0	NA	1	64	64
1	62416295	62416358	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	62630059	62630122	-1	64	1	2	2	15	invariant	0	NA	0	NA	0	64	64
1	62630165	62630228	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	62694867	62694930	-1	64	1	3	3	15	invariant	0	NA	0	NA	1	64	64
1	62799740	62799803	-1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	62900570	62900633	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	62942217	62942280	-1	64	2	5	5	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	62997931	62997994	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	63022140	63022203	1	64	1	2	2	15	invariant	0	NA	0	NA	0	64	64
1	63230972	63231035	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	63250589	63250652	1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	63372706	63372769	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	63405218	63405281	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	63467662	63467725	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	63477016	63477079	-1	64	1	3	3	15	invariant	0	NA	0	NA	1	64	64
1	63574637	63574671	1	35	1	1	1	15	invariant	0	NA	0	NA	1	35	35
1	63626603	63626666	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
